,Unnamed: 0,nan,Roadway ID,From Measure,TMC,Route Number,Direction,Community(ies),Segment Begin Location,Segment End Location,Length (miles),Lanes,Speed Limit (mph),AM Average Speed (mph),AM Congested Speed (mph),AM Delay per Mile (minutes),AM Average Travel Time Index,AM% Travel Time Index,AM Speed Index,AM Congested Minutes,PM Average Speed (mph),PM Congested Speed (mph),PM Delay per Mile (minutes),PM Average Travel Time Index,PM% Travel Time Index,PM Speed Index,PM Congested Minutes,begin lat,begin long,end lat,end long
408,411,410.0,10.0,23289.9093,129N04379,I-95,Southbound,WAKEFIELD,MA-129/Exit 40,MA-129/Exit 40,0.548410540972,3.0,55,29.109458901300002,16.2023791822,1.1088047331200002,2.16424496978,9.0,0.529262889114,166.66666666700002,56.8959865518,21.545212766,0.102174977419,1.10728372629,2.25,1.03447248276,18.9619667997,42.504404,-71.0711249,42.504404,-71.0711249
409,412,411.0,10.0,24166.1386,129-04378,I-95,Southbound,WAKEFIELD,MA-129/Exit 40,North Ave/Exit 39,0.256874314372,3.0,55,28.1949017525,17.9329197923,1.20496737822,2.3053813264,8.125,0.512634577319,176.70525756799998,56.0063648496,23.3934010152,0.148229885732,1.16058237621,2.70833333333,1.01829754272,29.1222667077,42.504404,-71.0711249,42.5087383,-71.0806985
410,413,412.0,10.0,24573.2222,129N04378,I-95,Southbound,WAKEFIELD,North Ave/Exit 39,North Ave/Exit 39,0.394139868771,3.0,55,25.8243719936,16.9278958191,1.40030968299,2.5170021565700003,9.28571428571,0.469534036247,187.151256013,53.526120981400005,23.2165422171,0.19787110939599997,1.2143603685100002,3.25,0.973202199662,44.187817258900004,42.5087383,-71.0806985,42.5087383,-71.0806985
411,414,413.0,10.0,25201.7627,129-04377,I-95,Southbound,WAKEFIELD,North Ave/Exit 39,MA-28/Main St/Exit 38,0.784761360751,3.0,55,29.4126712329,18.448356124500002,1.1024371252299998,2.17593293357,8.0,0.534775840598,166.172441579,54.785699838199996,21.8520499109,0.157676299239,1.1681880525200001,1.9393939393900002,0.9961036334219999,13.6165048544,42.5087383,-71.0806985,42.5241605,-71.0785868
412,415,414.0,10.0,26458.7602,129N04377,I-95,Southbound,"READING, WAKEFIELD",MA-28/Main St/Exit 38,MA-28/Main St/Exit 38,0.49260787163,3.0,55,29.4540579561,18.5385644226,1.08468979996,2.13892428996,7.0,0.535528326474,166.542229556,55.2086850402,19.0875912409,0.13440457704000003,1.14112480589,1.575,1.00379427346,10.0315264924,42.5027289,-71.1022522,42.5027289,-71.1022522
413,416,415.0,10.0,27246.968999999997,129-04376,I-95,Southbound,READING,MA-28/Main St/Exit 38,I-93/Exit 37,0.337279278292,3.0,55,32.2914913271,22.0698096102,0.934997682156,2.01291415567,5.0,0.587118024129,163.021656574,57.297346938800004,19.4985337243,0.124091980993,1.13443297941,1.3541666666699999,1.04176994434,8.351020408160002,42.5027289,-71.1022522,42.5109921,-71.1251359
414,417,416.0,10.0,27783.5478,129N04376,I-95,Southbound,"READING, WOBURN",I-93/Exit 37,I-93/Exit 37,0.538580368268,3.0,55,30.4894710327,20.8585873388,0.9842858975480001,2.00069066251,5.08333333333,0.554354018777,165.013602015,55.538598512600004,24.321138211399997,0.0967231881848,1.09833524132,1.38636363636,1.0097927002299998,6.18414161517,42.4847502,-71.1170824,42.4847502,-71.1170824
415,418,417.0,10.0,28631.9704,129-04375,I-95,Southbound,WOBURN,I-93/Exit 37,Washington St/Exit 36,0.20887752433499998,4.0,55,36.809606187,24.491875114099997,0.662267353263,1.68434293171,3.6470588235300005,0.669265567037,133.76208405399998,58.5762818496,18.953125,0.056563433607599994,1.05844888139,1.14814814815,1.06502330636,1.61056936143,42.4847502,-71.1170824,42.4921539,-71.1232031
416,419,418.0,10.0,28955.3633,129N04375,I-95,Southbound,WOBURN,Washington St/Exit 36,Washington St/Exit 36,0.21869578037300003,4.0,55,38.082426440999996,23.1169420737,0.65245293695,1.7068240150299998,4.33333333333,0.692407753472,133.180169287,63.184256143599995,17.7926829268,0.026526722864000003,1.0287372831000001,1.12068965517,1.1488046571600001,2.00672988682,42.4921539,-71.1232031,42.4921539,-71.1232031
417,420,419.0,10.0,29318.7895,129-04374,I-95,Southbound,WOBURN,Washington St/Exit 36,MA-38/Exit 35,1.04404085419,4.0,55,42.2455844414,26.990256410300002,0.482766775651,1.51495122736,3.04761904762,0.768101535297,92.87557054969999,62.3448983782,21.0267857143,0.0248882877484,1.0265475069299999,1.12280701754,1.13354360688,2.7591870252499997,42.4921539,-71.1232031,42.4792661,-71.1522754
418,421,420.0,10.0,30991.6059,129N04374,I-95,Southbound,WOBURN,MA-38/Exit 35,MA-38/Exit 35,0.485867263345,4.0,55,49.1886340977,25.275338531,0.29671706186700003,1.32144348369,3.09523809524,0.894338801776,58.3130608175,62.317048031300004,24.8706293706,0.039741469248599996,1.0430532583499998,1.25,1.13303723693,7.07482993197,42.4792661,-71.1522754,42.4792661,-71.1522754
419,422,421.0,10.0,31765.3116,129-04373,I-95,Southbound,"BURLINGTON, WOBURN",MA-38/Exit 35,Winn St/Exit 34,0.6896608504970001,4.0,55,49.504348685500005,27.597391304299997,0.288937810844,1.31301596175,2.6,0.900079067009,54.5562364104,60.2620918984,26.5460526316,0.0725738767846,1.07862169985,1.80555555556,1.09567439815,11.027811366400002,42.4769704,-71.1658873,42.4947002,-71.17721689999999
420,423,422.0,10.0,32865.9906,129N04373,I-95,Southbound,BURLINGTON,Winn St/Exit 34,Winn St/Exit 34,0.414553987816,4.0,55,51.314376615600004,28.6034912718,0.246186039025,1.2667015422799999,2.3214285714300003,0.932988665739,38.2740107377,59.6741981037,26.5904255319,0.0823827547514,1.08924798431,1.75675675676,1.0849854200700002,9.1022796046,42.5012566,-71.1833086,42.5012566,-71.1833086
421,424,423.0,10.0,33525.6348,129-04372,I-95,Southbound,BURLINGTON,Winn St/Exit 34,US-3/Cambridge St/Exit 33,0.34201440571099995,4.0,55,52.26658685020001,29.5370978332,0.22488401364799998,1.24362434812,2.24137931034,0.950301579095,36.468123316399996,57.3767408763,27.5264227642,0.122642981603,1.1328632300700001,2.24137931034,1.04321347048,24.007319304699998,42.5012566,-71.1833086,42.502269,-71.1953838
422,425,424.0,10.0,34055.5432,129N04372,I-95,Southbound,BURLINGTON,US-3/Cambridge St/Exit 33,US-3/Cambridge St/Exit 33,0.551687528971,4.0,55,53.039828736400004,27.6391752577,0.178844419747,1.18778664073,1.8,0.964360522481,11.5901623021,48.0481609429,25.8284714119,0.296366113533,1.31118441921,3.0,0.873602926235,62.6945742735,42.502269,-71.1953838,42.502269,-71.1953838
423,426,425.0,10.0,34949.1824,129-04371,I-95,Southbound,BURLINGTON,US-3/Cambridge St/Exit 33,US-3/Middlesex Tpke/Exit 32,0.8809511082770001,4.0,55,55.5767857143,24.757024793400003,0.14208744337,1.1515599395899998,2.06451612903,1.0104870129899999,14.4047619048,41.83658735,27.276258992800003,0.496651392369,1.5297614851899999,3.04761904762,0.760665224546,101.769371568,42.502269,-71.1953838,42.471714,-71.21142069999999
424,427,426.0,10.0,36349.4616,129N04371,I-95,Southbound,"BURLINGTON, LEXINGTON",US-3/Middlesex Tpke/Exit 32,US-3/Middlesex Tpke/Exit 32,0.9937513405060001,4.0,55,48.4929379946,20.6427221172,0.328202653256,1.3610229185799998,5.5,0.88168978172,76.3057197235,63.0281345566,20.4392059553,0.0428649186061,1.0471514104700002,1.5,1.14596608285,9.85932721713,42.471714,-71.21142069999999,42.471714,-71.21142069999999
425,428,427.0,10.0,37939.7289,129-04370,I-95,Southbound,LEXINGTON,US-3/Middlesex Tpke/Exit 32,MA-225/MA-4/Bedford St/Exit 31,0.748041635009,4.0,55,43.10476190479999,20.8598654709,0.482866669345,1.5311533362799998,5.07692307692,0.783722943723,106.19047619,61.3368409976,21.694638694600002,0.0691140167605,1.07602541844,2.8695652173900004,1.1152152908700002,21.668946648400002,42.471714,-71.21142069999999,42.46141679999999,-71.23932649999999
426,429,428.0,10.0,39140.6944,129N04370,I-95,Southbound,LEXINGTON,MA-225/MA-4/Bedford St/Exit 31,MA-225/MA-4/Bedford St/Exit 31,0.438988817261,4.0,55,44.6276713153,22.654891304299998,0.43536642492600003,1.47890306742,4.71428571429,0.811412205733,97.4736630882,60.0192287704,24.3671957672,0.09058871407670001,1.0996475854799999,2.53846153846,1.0912587049200002,23.573433115100002,42.46141679999999,-71.23932649999999,42.46141679999999,-71.23932649999999
427,430,429.0,10.0,39848.1387,129-04369,I-95,Southbound,LEXINGTON,MA-225/MA-4/Bedford St/Exit 31,MA-2/Marrett Rd/Exit 30,1.7867256853,4.0,55,42.531625615799996,22.1862393545,0.48763802447899995,1.5282745265200002,4.6428571428600005,0.7733022839229999,105.50541871899999,55.6196288077,25.632875143200003,0.15567892780099998,1.1686521717799998,2.95454545455,1.01126597832,42.267500504299996,42.46141679999999,-71.23932649999999,42.4360124,-71.2123823
428,431,430.0,10.0,42699.5531,129N04369,I-95,Southbound,LEXINGTON,MA-2/Marrett Rd/Exit 30,MA-2/Marrett Rd/Exit 30,0.43947315893399996,4.0,55,40.2864713529,20.6134588424,0.580242804812,1.6382670852899999,5.07692307692,0.732481297325,119.820017998,51.570969080699996,23.5763299923,0.254354360012,1.2797897960100002,3.4736842105300005,0.937653983286,64.5943141731,42.4360124,-71.2123823,42.4360124,-71.2123823
429,432,431.0,10.0,43400.4375,129-04368,I-95,Southbound,LEXINGTON,MA-2/Marrett Rd/Exit 30,MA-2/Exit 29,0.548801315355,4.0,55,39.5878264323,21.3987835012,0.59254051307,1.64191888916,4.33333333333,0.7197786624060001,125.373845696,49.5947438388,25.0677471637,0.286728700579,1.31062275896,3.25,0.9017226152519999,75.7132631148,42.4360124,-71.2123823,42.42172830000001,-71.23023049999999
430,433,432.0,10.0,44295.2921,129N04368,I-95,Southbound,LEXINGTON,MA-2/Exit 29,MA-2/Exit 29,0.529722547566,4.0,55,40.7947624244,23.6821535394,0.5616861327229999,1.617854746,3.88235294118,0.74172295317,119.392917369,47.7762237762,25.6153631285,0.34676389184600004,1.38144028103,3.3,0.868658614113,88.3587001234,42.42172830000001,-71.23023049999999,42.42172830000001,-71.23023049999999
431,434,433.0,10.0,45142.1113,129-04367,I-95,Southbound,"LEXINGTON, WALTHAM",MA-2/Exit 29,Trapelo Rd/Exit 28,0.514542770119,4.0,55,47.8409570725,28.4612068966,0.345064602662,1.3795710629299998,2.75,0.8698355831360001,72.7696793003,46.895852347600005,25.8231847134,0.37033993599200005,1.4073739295899999,3.3,0.8526518608660001,95.5278369334,42.3764419,-71.2357741,42.4098636,-71.2303536
432,435,434.0,10.0,45964.4673,129N04367,I-95,Southbound,WALTHAM,Trapelo Rd/Exit 28,Trapelo Rd/Exit 28,0.358114114071,4.0,55,49.9495445707,28.5413060582,0.292121244408,1.32133336885,2.64,0.908173537649,62.4378262204,44.195979899499996,24.078719146100003,0.44849863041999993,1.49334849346,3.66666666667,0.8035632709,112.98994974899999,42.4098636,-71.2303536,42.4098636,-71.2303536
433,436,435.0,10.0,46534.5982,129-04366,I-95,Southbound,WALTHAM,Trapelo Rd/Exit 28,Totten Pond Rd/Winter St/Exit 27,0.888352728355,4.0,55,57.307127038500006,29.9537572254,0.151467804971,1.16913904888,1.71794871795,1.04194776434,4.17958526273,45.7212188477,27.739433348800002,0.416778585364,1.46540275366,2.9130434782599997,0.8312948881409999,104.272020987,42.4098636,-71.2303536,NA,NA
434,437,436.0,10.0,47942.0935,129N04366,I-95,Southbound,WALTHAM,Totten Pond Rd/Winter St/Exit 27,Totten Pond Rd/Winter St/Exit 27,0.421643037389,4.0,55,59.3311081442,31.181818181799997,0.0737738810504,1.07869213979,1.20754716981,1.0787474208,0.27113073841999996,40.7149948294,25.4918163673,0.536158544019,1.57190244695,3.36842105263,0.740272633261,124.343329886,NA,NA,NA,NA
435,438,437.0,10.0,48628.3384,129-04365,I-95,Southbound,WALTHAM,Totten Pond Rd/Winter St/Exit 27,US-20/Weston St/Exit 26,1.4433666414700002,4.0,55,64.3751979414,27.8076923077,0.0,1.0,1.05,1.17045814439,0.61757719715,45.909833645,29.4036348267,0.354528596974,1.37225502682,2.33333333333,0.8347242480920001,55.895265282,NA,NA,42.3752281,-71.2506247
436,439,438.0,10.0,50945.5756,129N04365,I-95,Southbound,WALTHAM,US-20/Weston St/Exit 26,US-20/Weston St/Exit 26,0.415902874308,4.0,55,62.7091733871,24.3846153846,0.00441686138748,1.0046377044600001,1.08620689655,1.14016678886,0.9435483870970001,52.4883792678,25.4910292729,0.190729214803,1.2002656755399999,2.42307692308,0.9543341685050001,26.1373920197,42.3752281,-71.2506247,42.3752281,-71.2506247
437,440,439.0,10.0,51607.2213,129-04364,I-95,Southbound,"WALTHAM, WESTON",US-20/Weston St/Exit 26,I-90/Massachusetts Tpke/Exit 25,1.9967312789200002,4.0,55,62.7810505646,22.127659574499997,0.018202388865,1.01941588146,1.1034482758600002,1.14147364663,2.21502209131,55.2821148696,26.1670081967,0.14784197979900002,1.1576981117899998,2.37037037037,1.00512936126,23.2357901002,42.3752804,-71.2506691,42.3479754,-73.41223529999999
438,441,440.0,10.0,54808.2683,129N04364,I-95,Southbound,WESTON,I-90/Massachusetts Tpke/Exit 25,I-90/Massachusetts Tpke/Exit 25,0.198908040742,4.0,55,61.061696931099995,20.846846846800002,0.0595357951336,1.06449711139,1.1818181818200002,1.1102126714700002,2.8289264096799998,49.4024878769,21.8938166311,0.291436810514,1.31572321139,4.0625,0.8982270523070001,59.329538266899995,42.3479754,-73.41223529999999,42.3479754,-73.41223529999999
439,442,441.0,10.0,55126.0381,129-04361,I-95,Southbound,"NEWTON, WESTON",I-90/Massachusetts Tpke/Exit 23,Grove St/Exit 22,0.528539585871,4.0,55,62.0485116902,20.428571428599998,0.043908398014900006,1.0475674311799998,1.12068965517,1.128154758,1.7303532804599997,50.2286335854,25.573355128699998,0.271460847853,1.29408258517,3.09523809524,0.913247883371,60.8391173728,42.3479754,-73.41223529999999,42.335349,-71.25277059999999
440,443,442.0,10.0,55834.9331,129N04361,I-95,Southbound,NEWTON,Grove St/Exit 22,Grove St/Exit 22,0.031356433225,4.0,55,64.8072783757,20.6956521739,0.0167310279481,1.01840413074,1.1186440678,1.17831415229,1.8373460556999999,52.1388140162,26.5924235509,0.24168325277199998,1.2658515780500001,3.0,0.9479784366580001,59.056603773599996,42.3360947,-71.2522808,42.3360947,-71.2522808
441,444,443.0,10.0,55858.7702,129-04360,I-95,Southbound,NEWTON,Grove St/Exit 22,MA-16/Washington St/Exit 21,0.323555419659,4.0,55,62.8761183033,19.428571428599998,0.045166472233699996,1.04968311946,1.1785714285700002,1.14320215097,3.0059993684900004,47.8663867356,24.834378093,0.344398315643,1.3788381472100002,3.4736842105300005,0.8702979406470001,78.3204134367,42.3360947,-71.2522808,42.3467691,-71.2316955
442,445,444.0,10.0,56375.0296,129N04360,I-95,Southbound,NEWTON,MA-16/Washington St/Exit 21,MA-16/Washington St/Exit 21,0.07987472204030001,4.0,55,59.7408,23.737931034499997,0.051957790990399995,1.0545556805399998,1.23529411765,1.0861963636399998,3.97714285714,43.276337115100006,24.330853994499996,0.43405801172200004,1.4557609123100002,3.7058823529400002,0.786842493001,100.856679787,42.3467691,-71.2316955,42.3467691,-71.2316955
443,446,445.0,10.0,56511.0812,129-04359,I-95,Southbound,"NEWTON, WELLESLEY",MA-16/Washington St/Exit 21,MA-9/Worcester St/Exit 20,1.11239413518,4.0,55,61.8978876764,21.8985507246,0.0169574572532,1.01780533012,1.1052631578899998,1.12541613957,1.65782360597,38.269183548200004,24.3502071699,0.615460178184,1.64623318709,3.5,0.6958033372399999,136.304481277,42.32494030000001,-71.2597624,42.3168898,-71.22892879999999
444,447,446.0,10.0,58285.1694,129N04359,I-95,Southbound,"NEEDHAM, WELLESLEY",MA-9/Worcester St/Exit 20,MA-9/Worcester St/Exit 20,0.441486847876,3.0,55,58.21102426979999,23.2832369942,0.078351640845,1.08226922289,1.2857142857100001,1.0583822594499999,4.26984779926,29.9170606372,23.3219801434,1.05316366738,2.10582185075,3.7058823529400002,0.54394655704,178.877697842,42.3168898,-71.22892879999999,42.3168898,-71.22892879999999
445,448,447.0,10.0,58979.1044,129-04358,I-95,Southbound,NEEDHAM,MA-9/Worcester St/Exit 20,Highland Ave/Exit 19,0.669683921885,3.0,55,58.436891213,26.0388349515,0.0743677119404,1.07808609754,1.21153846154,1.0624889311399999,2.534604737,48.570713141000006,27.1604584527,0.282931360736,1.29707792877,2.1724137931,0.883103875291,25.1682692308,42.3168898,-71.22892879999999,42.2933941,-71.23525819999999
446,449,448.0,10.0,60069.7352,129N04358,I-95,Southbound,NEEDHAM,Highland Ave/Exit 19,Highland Ave/Exit 19,0.464102631154,3.0,55,61.060701897600005,30.6,0.030247778298400002,1.03176016721,1.1052631578899998,1.1101945799600001,0.24484799020599998,52.833117207,25.606361829,0.18327038094700002,1.19243389999,2.25,0.960602131036,24.0837905237,42.2933941,-71.23525819999999,42.2933941,-71.23525819999999
447,450,449.0,10.0,60808.5796,129-04357,I-95,Southbound,NEEDHAM,Highland Ave/Exit 19,Great Plain Ave/Exit 18,2.52253273188,3.0,55,64.090773957,30.25,0.0,1.0,1.03278688525,1.16528679922,0.0951342780696,45.4982328686,25.4498404821,0.36635158330300005,1.38466916247,3.15,0.827240597612,66.4677007658,42.2933941,-71.23525819999999,42.2802636,-71.2332446
448,451,450.0,10.0,64851.3966,129N04357,I-95,Southbound,NEEDHAM,Great Plain Ave/Exit 18,Great Plain Ave/Exit 18,0.165253232365,3.0,55,62.1481180887,24.243902439,0.013054556292,1.0137072841099999,1.06779661017,1.1299657834299999,0.998275337324,36.8255116808,27.1120720085,0.676924310777,1.71077052632,3.15,0.669554757833,140.56646681799998,42.2802636,-71.2332446,42.2802636,-71.2332446
449,452,451.0,10.0,65120.4104,129-04356,I-95,Southbound,"DEDHAM, NEEDHAM",Great Plain Ave/Exit 18,MA-135/West St/Exit 17,0.317614576172,3.0,55,58.648811962299995,25.1282051282,0.0230386258899,1.02303862589,1.11111111111,1.06634203568,0.9586235149529999,41.4106066693,28.525988286999997,0.44890415344800005,1.44890415345,2.5,0.752920121261,65.8577742065,42.2695952,-71.19909179999999,42.2640312,-71.2052689
450,453,452.0,10.0,65625.2023,129N04356,I-95,Southbound,DEDHAM,MA-135/West St/Exit 17,MA-135/West St/Exit 17,0.15144079579000003,3.0,55,57.8016460048,29.1666666667,0.0380327230651,1.0380327230700002,1.1320754717000001,1.05093901827,0.450046879883,46.8400447427,26.3853923854,0.28095522388099997,1.28095522388,2.4,0.8516371771410001,31.409395973200002,42.2640312,-71.2052689,42.2640312,-71.2052689
451,454,453.0,10.0,65844.0982,129-04355,I-95,Southbound,DEDHAM,MA-135/West St/Exit 17,MA-109/High St/Exit 16,1.17191450102,3.0,55,61.4718897717,0.0,0.00831395319687,1.0085910849700002,1.0877192982500001,1.11767072312,0.0,50.685401027299996,24.8156682028,0.216030882408,1.2232319118200001,2.58333333333,0.92155274595,30.865270644000002,42.2640312,-71.2052689,42.2477349,-71.1568661
452,455,454.0,10.0,67741.3691,129N04355,I-95,Southbound,"DEDHAM, WESTWOOD",MA-109/High St/Exit 16,MA-109/High St/Exit 16,0.565624397647,3.0,55,65.59721082850001,0.0,0.0,1.0,1.04838709677,1.19267656052,0.0,53.834114053,24.239717223699998,0.191457996936,1.20741283001,3.09523809524,0.97880207369,38.0285132383,42.2412526,-71.21076529999999,42.2412526,-71.21076529999999
453,456,455.0,10.0,68643.5952,129-04354,I-95,Southbound,"DEDHAM, WESTWOOD",MA-109/High St/Exit 16,MA-1A/Exit 15,1.09415611161,3.0,55,63.5457242226,0.0,0.00670200153568,1.0071488016399999,1.0666666666700002,1.15537680405,0.0,48.7694263629,25.2633495146,0.29277897752,1.3122975760200002,3.2,0.886716842962,60.341741253100004,42.2412526,-71.21076529999999,42.2066898,-71.1957556
454,457,456.0,10.0,70396.0357,129N04354,I-95,Southbound,"DEDHAM, WESTWOOD",MA-1A/Exit 15,MA-1A/Exit 15,0.503783362796,3.0,55,63.270596812799994,0.0,0.010807792598999999,1.01152831211,1.08474576271,1.15037448751,0.0,43.2019280074,24.0143655227,0.451326905821,1.48141536621,3.76470588235,0.785489600134,92.519741565,42.2066898,-71.1957556,42.2066898,-71.1957556
455,458,457.0,10.0,71199.6332,129-04353,I-95,Southbound,WESTWOOD,MA-1A/Exit 15,Canton St/East St/Exit 14,0.130057520225,3.0,55,61.497195028,0.0,0.0232733026242,1.02443696776,1.1052631578899998,1.11813081869,0.0,40.3907277961,25.0577797998,0.533108497152,1.5597639220100001,3.5,0.7343768690189999,108.45394736799999,42.2066898,-71.1957556,42.2090943,-71.1660156
456,459,458.0,10.0,71402.1047,129N04353,I-95,Southbound,WESTWOOD,Canton St/East St/Exit 14,Canton St/East St/Exit 14,0.570021604844,3.0,55,63.9869356187,0.0,0.0146144887687,1.01583236283,1.08333333333,1.16339882943,0.0,44.0654883531,25.7144961697,0.438532859146,1.4750772640799998,3.61111111111,0.801190697329,83.220269718,42.2090943,-71.1660156,42.2090943,-71.1660156
457,460,459.0,10.0,72313.0982,129-04352,I-95,Southbound,"DEDHAM, WESTWOOD",Canton St/East St/Exit 14,University Ave/Exit 13,0.847579226025,3.0,55,61.6919757526,31.714285714299997,0.035073811554,1.03741206566,1.1034482758600002,1.12167228641,0.17260865098099998,41.1117245533,25.6109134045,0.521937682363,1.5567335278499999,3.36842105263,0.747485900969,101.545874322,42.2090943,-71.1660156,42.1989866,-71.16429149999999
458,461,460.0,10.0,73670.4067,129N04352,I-95,Southbound,DEDHAM,University Ave/Exit 13,University Ave/Exit 13,0.18917481455899998,3.0,55,63.3060675088,24.4117647059,0.0102764511539,1.0109615479,1.0666666666700002,1.15101940925,0.42244771174199996,43.1604283529,26.8821030271,0.452662291936,1.48283977807,3.2,0.784735060961,92.18154003059999,42.2111887,-71.1486214,42.2111887,-71.1486214
459,462,461.0,10.0,73967.7636,129-04351,I-95,Southbound,"CANTON, DEDHAM",University Ave/Exit 13,I-93/Exit 12,0.363397190656,4.0,55,62.1480362538,27.135593220300002,0.013055827552,1.01370861893,1.08620689655,1.12996429552,1.4751536618399999,45.463160008,28.360533542600002,0.367368928388,1.3857373748100001,2.625,0.8266029092370001,61.4093555511,42.2111887,-71.1486214,42.1758342,-71.1411605
460,463,462.0,10.0,74532.4828,129-04350,I-95,Southbound,"CANTON, NORWOOD",I-93/Exit 12,Neponset St/Exit 11,2.4629328285799996,3.0,65,67.6595787974,0.0,0.0,1.0,1.03125,1.04091659688,0.0,60.9867274569,27.9944598338,0.0747297106064,1.08220268167,1.78378378378,0.9382573454909999,8.77811550152,42.2200778,-71.1693615,42.170202,-71.169906
461,464,463.0,10.0,78468.9628,129N04350,I-95,Southbound,NORWOOD,Neponset St/Exit 11,Neponset St/Exit 11,0.5643298915339999,3.0,65,67.3184227966,22.2,0.0,1.0,1.06349206349,1.03566804302,0.132538104705,63.6886913686,26.0,0.0465600870338,1.0519920971899999,1.21818181818,0.9798260210549999,1.5163846648100001,42.18766,-71.18211,42.18766,-71.18211
462,465,464.0,10.0,79388.3125,129-04349,I-95,Southbound,"CANTON, NORWOOD, SHARON",Neponset St/Exit 11,Coney St/Exit 10,1.56191394919,3.0,65,67.7995831162,0.0,0.0153959762072,1.01770537264,1.078125,1.04307050948,0.0,65.2855969613,29.05,0.0494736333305,1.05689467833,1.16949152542,1.0043937994,0.9855251000920001,42.170202,-71.169906,42.14678,-71.2002
463,466,465.0,10.0,81890.9349,129N04349,I-95,Southbound,"NORWOOD, WALPOLE",Coney St/Exit 10,Coney St/Exit 10,0.41105469243799997,3.0,65,66.7635899712,0.0,0.016340493762,1.01851922626,1.07936507937,1.0271321534,0.0,65.17764681119999,31.9166666667,0.0382080630249,1.0433024714299999,1.13333333333,1.00273302786,0.30309408545600003,42.1521559,-71.203417,42.1521559,-71.203417
464,467,466.0,10.0,82528.1585,129-04348,I-95,Southbound,"SHARON, WALPOLE",Coney St/Exit 10,US-1/Exit 9,1.5836890906099998,3.0,65,66.2375912795,0.0,0.023477099454399998,1.02660737938,1.09677419355,1.01903986584,0.0,65.4076309329,13.0,0.0349712172471,1.03963404621,1.1147540983600002,1.00627124512,0.0245499181669,42.1469609,-71.2002658,42.229392,-71.18230199999999
465,468,467.0,10.0,85075.4647,129N04348,I-95,Southbound,SHARON,US-1/Exit 9,US-1/Exit 9,0.52548641415,3.0,65,69.033567948,0.0,0.0119995294302,1.0139994509999999,1.07692307692,1.06205489151,0.0,68.5826606563,21.7547169811,0.0177138402479,1.02066614696,1.09375,1.05511785625,1.33347311039,42.12985090000001,-71.2225289,42.12985090000001,-71.2225289
466,469,468.0,10.0,85903.7366,129-04347,I-95,Southbound,SHARON,US-1/Exit 9,Main St/Mechanic St/Exit 8,2.1460804588499998,3.0,65,68.3388096714,0.0,0.00841320056017,1.00967518064,1.06153846154,1.05136630264,0.0,66.598474059,22.131578947399998,0.0313563254483,1.03605977427,1.1311475409799998,1.0245919086,3.71108850458,42.12985090000001,-71.2225289,42.1362522,-71.16258160000001
467,470,469.0,10.0,89365.864,129N04347,I-95,Southbound,SHARON,Main St/Mechanic St/Exit 8,Main St/Mechanic St/Exit 8,0.267620443268,3.0,65,68.9554465999,0.0,0.012984202553600001,1.01514823631,1.06060606061,1.06085302461,0.0,66.8732983171,18.6258992806,0.0400762349305,1.0467556074200002,1.12903225806,1.02881997411,3.5759459749199998,42.1362522,-71.16258160000001,42.1362522,-71.16258160000001
468,471,470.0,10.0,89777.4286,129-04346,I-95,Southbound,"FOXBOROUGH, SHARON",Main St/Mechanic St/Exit 8,MA-140/Commercial St/Exit 7,3.3692210341799997,3.0,65,68.8136020151,0.0,0.0023554239206,1.0027087375100001,1.04545454545,1.0586708002299998,0.0,65.7200645617,19.7746031746,0.043397975815599996,1.04990767219,1.5,1.0110779163299999,7.6263492383700004,42.0915949,-71.2255804,42.0389486,-71.237948
469,472,471.0,10.0,95178.8151,129N04346,I-95,Southbound,FOXBOROUGH,MA-140/Commercial St/Exit 7,MA-140/Commercial St/Exit 7,0.49825693823899997,3.0,65,67.9050454742,0.0,0.0140215555941,1.01612478893,1.078125,1.0446930073,0.0,63.5573164289,21.5322580645,0.0744645713282,1.08563425703,1.9166666666699999,0.977804868138,11.0047543582,42.0389486,-71.237948,42.0389486,-71.237948
470,473,472.0,10.0,95987.3822,129-04345,I-95,Southbound,FOXBOROUGH,MA-140/Commercial St/Exit 7,I-495/Exit 6,0.868577591595,3.0,65,66.8178031134,0.0,0.015611331881299999,1.0176928428,1.09677419355,1.02796620174,0.0,61.9787121931,22.798151001500003,0.08572138429670001,1.0971509021999999,2.34482758621,0.9535186491240001,16.4147960797,42.0389486,-71.237948,42.0302906,-71.2656741
471,474,473.0,10.0,97376.5696,129N04345,I-95,Southbound,"FOXBOROUGH, MANSFIELD",I-495/Exit 6,I-495/Exit 6,0.610572539008,3.0,65,65.7130214918,22.6666666667,0.0175386558234,1.01958483234,1.09836065574,1.01096956141,0.530973451327,59.2087656151,21.8346957312,0.117841078932,1.13158920481,3.1904761904799996,0.9109040863860001,27.9737455007,42.0302906,-71.2656741,42.0302906,-71.2656741
472,475,474.0,11.0,0.0,129P04326,MA-128,Northbound,"PEABODY, PEABODY",Exit 29,Centennial Dr/Forest St/Exit 28,0.874563690681,2.0,50,60.5301929861,21.2736156352,0.053740850888800006,1.0573235742799998,1.45454545455,1.21060385972,7.64473957253,61.6853658537,27.5084745763,0.0351780277569,1.03752322961,1.28,1.23370731707,1.50159066808,42.5278731,-70.9286609,42.52433509999999,-70.9573266
